exposure,refid,relevance_score
Ionizing Radiation,25153,2
Ionizing Radiation,25457,7
Ionizing Radiation,25759,2
Ionizing Radiation,25824,2
Ionizing Radiation,25956,2
Ionizing Radiation,25996,2
Ionizing Radiation,26061,2
Ionizing Radiation,26091,2
Ionizing Radiation,26969,7
Ionizing Radiation,27282,2
Ionizing Radiation,27355,2
Ionizing Radiation,27658,2
Ionizing Radiation,28392,7
Ionizing Radiation,28721,2
Ionizing Radiation,29188,3
Ionizing Radiation,29875,2
Ionizing Radiation,30060,2
Ionizing Radiation,30688,2
Ionizing Radiation,31040,2
Ionizing Radiation,31648,2
Ionizing Radiation,31747,2
Ionizing Radiation,31842,2
Ionizing Radiation,32061,2
Ionizing Radiation,32087,2
Ionizing Radiation,32197,2
Ionizing Radiation,33460,2
Ionizing Radiation,33480,7
Ionizing Radiation,33737,2
Ionizing Radiation,33890,12
Ionizing Radiation,34149,2
Ionizing Radiation,34879,2
Ionizing Radiation,35312,2
Ionizing Radiation,35352,2
Ionizing Radiation,36941,2
Ionizing Radiation,37591,2
Ionizing Radiation,37874,2
Ionizing Radiation,37982,2
Ionizing Radiation,38074,2
Ionizing Radiation,38917,2
Ionizing Radiation,39354,2
Ionizing Radiation,39474,2
Ionizing Radiation,39594,2
Ionizing Radiation,39673,2
Ionizing Radiation,39991,2
Ionizing Radiation,40371,2
Ionizing Radiation,40838,7
Ionizing Radiation,41167,7
Ionizing Radiation,41584,2
Ionizing Radiation,41654,2
Ionizing Radiation,41849,7
Ionizing Radiation,42197,7
Ionizing Radiation,42342,2
Ionizing Radiation,42379,2
Ionizing Radiation,42470,2
Ionizing Radiation,42695,2
Ionizing Radiation,42769,2
Ionizing Radiation,43197,2
Ionizing Radiation,43372,7
Ionizing Radiation,43646,2
Ionizing Radiation,43677,2
Ionizing Radiation,44144,2
Ionizing Radiation,44279,2
Ionizing Radiation,44436,2
Ionizing Radiation,44635,2
Ionizing Radiation,45521,2
Ionizing Radiation,45950,2
Ionizing Radiation,45965,2
Ionizing Radiation,46611,2
Ionizing Radiation,46928,2
Ionizing Radiation,47169,2
Ionizing Radiation,48316,2
Ionizing Radiation,46351,19
Ionizing Radiation,10727,5
Ionizing Radiation,16382,14
Ionizing Radiation,40277,12
Ionizing Radiation,29694,2
Ionizing Radiation,22613,2
Ionizing Radiation,5920,5
Ionizing Radiation,14013,20
Ionizing Radiation,33447,25
Ionizing Radiation,39945,5
Ionizing Radiation,580,5
Ionizing Radiation,22264,25
Ionizing Radiation,33292,5
Ionizing Radiation,40311,10
Ionizing Radiation,41915,2
Ionizing Radiation,1352,2
Ionizing Radiation,26022,2
Ionizing Radiation,385,2
Ionizing Radiation,401,2
Ionizing Radiation,530,2
Ionizing Radiation,819,2
Ionizing Radiation,1966,2
Ionizing Radiation,3451,2
Ionizing Radiation,4558,2
Ionizing Radiation,5325,2
Ionizing Radiation,5820,2
Ionizing Radiation,7090,2
Ionizing Radiation,7613,2
Ionizing Radiation,8037,2
Ionizing Radiation,8328,2
Ionizing Radiation,9227,2
Ionizing Radiation,9243,2
Ionizing Radiation,9681,2
Ionizing Radiation,10232,7
Ionizing Radiation,10810,2
Ionizing Radiation,12520,2
Ionizing Radiation,12726,2
Ionizing Radiation,12754,2
Ionizing Radiation,13834,2
Ionizing Radiation,14307,2
Ionizing Radiation,16058,2
Ionizing Radiation,16442,2
Ionizing Radiation,16779,2
Ionizing Radiation,17322,2
Ionizing Radiation,17548,2
Ionizing Radiation,18801,2
Ionizing Radiation,18859,2
Ionizing Radiation,19558,2
Ionizing Radiation,19559,2
Ionizing Radiation,19897,2
Ionizing Radiation,20630,2
Ionizing Radiation,20720,2
Ionizing Radiation,21195,2
Ionizing Radiation,21198,2
Ionizing Radiation,21841,2
Ionizing Radiation,22132,2
Ionizing Radiation,23135,2
Ionizing Radiation,23425,2
Ionizing Radiation,24040,2
Ionizing Radiation,25884,2
Ionizing Radiation,25986,2
Ionizing Radiation,27235,2
Ionizing Radiation,27439,2
Ionizing Radiation,28410,2
Ionizing Radiation,28523,2
Ionizing Radiation,31754,2
Ionizing Radiation,32669,2
Ionizing Radiation,32810,2
Ionizing Radiation,33123,2
Ionizing Radiation,33184,2
Ionizing Radiation,34868,2
Ionizing Radiation,35501,2
Ionizing Radiation,35517,7
Ionizing Radiation,35664,2
Ionizing Radiation,37731,2
Ionizing Radiation,37969,2
Ionizing Radiation,39391,7
Ionizing Radiation,39661,2
Ionizing Radiation,39675,2
Ionizing Radiation,39992,2
Ionizing Radiation,40651,7
Ionizing Radiation,41448,2
Ionizing Radiation,41642,2
Ionizing Radiation,41815,2
Ionizing Radiation,42154,2
Ionizing Radiation,42297,7
Ionizing Radiation,44776,12
Ionizing Radiation,45417,2
Ionizing Radiation,45628,2
Ionizing Radiation,46401,2
Ionizing Radiation,46733,2
Ionizing Radiation,46917,2
Ionizing Radiation,47028,2
Ionizing Radiation,47247,2
Ionizing Radiation,14365,2
Ionizing Radiation,998,17
Ionizing Radiation,7257,5
Ionizing Radiation,26299,15
Ionizing Radiation,31253,5
Ionizing Radiation,39667,5
Ionizing Radiation,43507,5
Ionizing Radiation,14857,5
Ionizing Radiation,19851,2
Ionizing Radiation,23713,5
Ionizing Radiation,45081,2
Ionizing Radiation,16473,5
Ionizing Radiation,38996,5
Ionizing Radiation,88,16
Ionizing Radiation,8386,5
Ionizing Radiation,28028,14
Ionizing Radiation,41107,15
Ionizing Radiation,41504,2
Ionizing Radiation,42730,2
Ionizing Radiation,45151,2
Ionizing Radiation,1240,22
Ionizing Radiation,3274,5
Ionizing Radiation,3835,10
Ionizing Radiation,24666,5
Ionizing Radiation,48578,5
Ionizing Radiation,780,15
Ionizing Radiation,5638,15
Ionizing Radiation,8534,15
Ionizing Radiation,14600,2
Ionizing Radiation,26874,5
Ionizing Radiation,30212,5
Ionizing Radiation,32222,5
Ionizing Radiation,1591,5
Ionizing Radiation,10282,10
Ionizing Radiation,16538,10
Ionizing Radiation,31879,5
Ionizing Radiation,4277,5
Ionizing Radiation,2018,2
Ionizing Radiation,2503,2
Ionizing Radiation,4065,2
Ionizing Radiation,4570,7
Ionizing Radiation,6000,2
Ionizing Radiation,9248,2
Ionizing Radiation,10136,2
Ionizing Radiation,10410,2
Ionizing Radiation,10474,7
Ionizing Radiation,12052,2
Ionizing Radiation,16491,2
Ionizing Radiation,17647,2
Ionizing Radiation,18677,2
Ionizing Radiation,22897,2
Ionizing Radiation,24440,2
Ionizing Radiation,25786,2
Ionizing Radiation,25970,2
Ionizing Radiation,26077,2
Ionizing Radiation,26330,2
Ionizing Radiation,26559,2
Ionizing Radiation,27516,2
Ionizing Radiation,33389,2
Ionizing Radiation,34150,2
Ionizing Radiation,35814,17
Ionizing Radiation,35838,7
Ionizing Radiation,36349,2
Ionizing Radiation,37200,2
Ionizing Radiation,40544,2
Ionizing Radiation,40895,2
Ionizing Radiation,43955,2
Ionizing Radiation,44266,2
Ionizing Radiation,45522,2
Ionizing Radiation,9850,5
Ionizing Radiation,3680,29
Ionizing Radiation,20041,5
Ionizing Radiation,20753,13
